,text,rated,coloring,date,name,bank,sex
233,"Между мной и ПАО «Промсвязьбанк» заключен кредитный договор №4561428 от 14.11.2019 (ипотека). 10.09.2020 обязательства по данному кредитному договору выполнены в полном объеме по средствам рефинансирования в другом Банке, о чем свидетельствует выданная ПАО «Промсвязьбанк» справка № 1288242250 от 11.09.2020. Согласно ФЗ от 16.07.1998 N 102-ФЗ (ред. от 13.07.2020) ""Об ипотеке (залоге недвижимости)"" ст.17 ПАО «Промсвязьбанк» обязан незамедлительно передать документарную закладную залогодателю с отметкой об исполнении обязательства в полном объеме. Но Закладная в ПАО «Промсвязьбанк» просто потерялась, ее не смогли найти (и это ИМЕННУЮ ЦЕННУЮ БУМАГУ, зарегистрированную в РОСРЕЕСТРе). В то же время, у Банка, который рефинансировал кредит, в подписанном мной договоре установлен срок, в течении которого я должен снять обременения ПАО «Промсвязьбанк», иначе - невыполнение договора со всеми последствиями. В итоге по истечении 30 дней ПАО «Промсвязьбанк» предлагает оформить дубликат Закладной и только потом снимать обременение. Дубликат Закладной подготовили, сдали на регистрацию, но в сроки отведенные для этого не ПАО «Промсвязьбанк» не уложился. Данная ситуация повлекла за собой уплату мной двух ежемесячных платежей по повышенной ипотечной ставке (11,75%!) в банк, рефинансировавший данный кредитный договор, взятие двух выходных дней за свой счет у работодателя для вынужденных поездок с сотрудником банка в МФЦ с целью регистрации дубликата закладной, а затем снятия обременения, вызвала у меня непомерные моральные страдания, выражавшиеся в виде головных болей, нервоза, бессонницы, переживаний, что по чужой вине я могу не выполнить условия нового кредитного договора, а так же потерять репутацию добросовестного Заемщика. Готов ли ПАО «Промсвязьбанк» в досудебном порядке, урегулировать данную крайне неприятную ситуацию с незаконным удержанием в залоге в свою пользу моего недвижимого имущества, путем компенсации мне «неустойки» за каждый день просрочки снятии обременения (в размере, установленном Законом о защите прав потребителей), а также путем возмещения мне морального вреда, возникшего по вине ПАО «Промсвязьбанк»?",2,bad,"01 дек, 2020",Дмитрий,promsvjazbank,male
234,"Делал перевод в Грузию.Произошла техническая ошибка.Подал заявку на рассмотрение.Через неделю узнаю результат.Ошибка устранена,но деньги так и не перевели и обратно на счет не вернули.Такое впечатление что меня просто хотят кинуть",2,bad,"01 дек, 2020",Валерий Степанович Ухань,rosselkhozbank,unkn
235,По заявлению было сделано досрочное погошения но по холатности сотрудника заявления было утерено и это я узнал только через два года когда обратился в другой банк теперь я должен выплачивать задолжность так как у меня не сохранилось это заявления,2,bad,"25 нояб, 2020",Дмитрий,rosselkhozbank,male
236,"Обратилась за получение карты, что бы вклад потом самой продлять. Выдали карту, сказали, что могу логин не получать в банке(хотя я просила!), что просто по номеру карты могу совершать вход. Вечером, при попытке войти выдавал ошибку. Позвонила на горячую линию банка, сказали, что карту в банке не активировали. Утром след.дня позвонила в банк, только тогда карту активировали. Вером, снова ошибка. На линии ответили, что могу войти ТОЛЬКО по логину, кот.необходимо получить через банкомат. На 3-й день когда взяла логин, только удалось войти... Решила закрыть вклад и сделала это. Деньги упали на карту. Пришла вбанк что бы снять деньги-а...лимит по карте на снятие наличных. Ничего не выдали. Дома открыла счет, перевела все туда-и на след.день иду снимать. Надеюсь, сниму.... УЖАС!!! Неделю меня этот банк гоняет теда-сюда. А расположен он отдаленно от центра города. Однозначно не рекомендую никому этот Россельхозбанк!!!",2,bad,"24 нояб, 2020",елена,rosselkhozbank,unkn
237,"Заявка на рефинансирование зависла, обращался и в банк и по горячей линии и всё бесполезно так месяц и прошол,документы просрочились. Вот так они работают.",2,bad,"23 нояб, 2020",,gazprombank,unkn
238,"Не могут активировать карту в течении длительного времени.... Обещают рассмотреть заявку в течении недели, а по итогу почти 2 месяца..",2,bad,"23 нояб, 2020",Анна Курочкина,gazprombank,unkn
239,"Была назначена встреча по получению одобренного кредита в новосибирске. В коллценте сказали,что нужен только паспорт.По приезду мною из другого города за 500км начали просить военный билет ибо без него никак.проблему решить не пытались,от ксерокопии или сканирования отказались,хотя на выходе получили бы документ 1 в 1 как отсканировали бы они. В банке абсолютно не обучен персонал в коллцентре, создают проблемы, а никак кроме просьбы приехать обратно решать не собираются. Вывод "" Банк помойка,обслуживание помойка""",2,bad,"18 нояб, 2020",Максим Игоревич,expobank,unkn
240,"Чтобы перевыпустить дебетовую зарплатную карту сижу под дверью офиса третий день. За 2,5 часа прошёл 1 человек. Похоже, и сегодня не дождусь своей очереди",2,bad,"17 нояб, 2020",Аноним,gazprombank,unkn
241,"Пришла продлить текущую карту, но мне в ультимативной форме сказали что сейчас новые правила и при переоформлении дебетовой карты обязательно оформляется кредитная карта. Час оформляли кредитку, собрали много личной информации, сфотографировали меня с паспортом и уговаривали застраховать карту от мошенников. Кредитку открыли и тут же оформили ее закрытие !!! На руки карту мне даже не выдали. Сказали что через сутки она заблокируется. Через четыре дня в личном кабинете кредитка была активна и я ее там заблокировала. Вопрос: что за театр абсурда ?! В банке за соседним столом пенсионера таки развели на страховку средств на карте. То есть это политика банка РНКБ. Если бы в Крыму были другие банки, то я не пользовалась бы услугами РНКБ. Такие действия РНКБ не только абсурдны, но и противозаконны.",2,bad,"17 нояб, 2020",авс,rnkb,unkn
242,"Выдали с кредитом дебетовую и мультикарту кредитку. Недавно поменял мультикарту на карту возможностей (тоже кредитка). Оказывается теперь неудовлетворяю требование, не плачу с дебетовой карты определенную сумму, хотя раньше это относилось к мультикарту. В банке конечно никто не говорил про такой момент. Конечно каждый месяц можно снимать по 250 рублей. За картой, чтобы получить в офисе нужно отстоять часовую очередь. Потом ещё час, чтобы получить именную карту. Теперь закрывать дебетовую, чтобы не списывали комиссию, тоже надо в офис. По карте возможностей все условия удовлетворяю как и раньше, как и с мультикартой. Жаль что теперь эта связка карт не работает и никто об этом не предупреждает. Очень недоволен банком. И даже разочарован.",2,bad,"17 нояб, 2020",Сергей,vtb,male
243,"Оформляла рефинансирование в ВТБ, у меня все прошло почти гладко, не считая замешки в услуге сопровождения, куда я не могла дозвониться. Посовотевала маме так же сделатьрефинансирование в ВТБ и тут началось.  Сотрудник З-ва Кристина Алексеевна,которая работает в отделении Банка в Подольске не отвечает на звонки, в чате отвчеает через дня 3-4, отом, чтобы общаться по почте  и речи нет. Заявка была подана 11.10. и до сих пор нет никакого продвижения!!!Только 02.11. заявка была одобрена, но никто так и не связался. В чате тисками приходится тисками вытаскивать ответы на свои вопросы. Оставляли заявку для того, чтобы с нами связались, но никто так и не позвонил.",2,bad,"17 нояб, 2020",Потапова Светлана Сергеевна,vtb,unkn
244,"Отправили заявку на кредит. Согласовали 1/3 суммы, но мы согласились. От сотрудника по телефону добиться условий так и не смогли, нам сразу назначили встречу с курьером. Как привезти должен был деньги тоже не понятно, то начинали про кредитку говорить, то про наличные.. в итоге, выяснилось что процент 26% годовых, да и то не всё) курьер прежде чем ехать к нам делал договор по которому процент оказался уже около 40% .. при этом ни на один вопрос ответить с ходу не мог.. сообщил что нет досрочного погашения, и если даже мы решим закрывать раньше, то условия эти не поменяет по сумме и проценту. Придётся всё вернуть + 40% ... Вобщем не понятно .. НЕ РЕКОМЕНДУЮ!!! Банк не компетентен , и подписывает вас под какое то безумное рабство!",2,bad,"16 нояб, 2020",Анна Владимировна,expobank,unkn
245,"Обратились в банк для получения дебетовой карты, сначало через горячую линию, потом, как порекомендовал оператор, заполнили заявку на сайте. 3 дня ждали пока нам позвонят сотрудники банка (после оформления заявки было написано что это произойдет в ближайшее время), не дождались позвонили сами, но не один из операторов (а звонили мы как на горячую линию так и в офис Тверского филиала) не смог или незахотел разобраться что с нашей заявкой. Отношение к потенциальным клиентам просто СКОТСКОЕ (а что будет если ты вдруг стал их клиентом?) Крайне не рекомендую обращаться в данный банк (я даже незнаю можно ли называть такую шараш-монта кантору банком)",2,bad,"12 нояб, 2020",Елена,rosselkhozbank,female
246,"Подали заявку на потребительский кредит, полный пакет документов предоставили. Сказали ждать от 3 до 7 дней. Вот уже две недели прошло и ни ответа ни привета. Звоним на горячую линию, говорят ещё идёт проверка. Вам позвонят и тишина. Дибильный банк. Не обращайтесь туда. Просто потрачено время и справки из за их долгово и в итоге не принятого решения стали не действительны, что бы подать заявку в другой банк. Теперь надо заново все собирать",2,bad,"11 нояб, 2020",Юлия,rosselkhozbank,female
247,"При пополнении карты через банкомат (в отделении Райффайзенбанка) зачислилась сумма на 10 000 рублей меньше, чем вносил. Заметил сразу, не отходя от банкомата. Менеджер банка приняла заявление, сказала разберутся, когда пройдет инкассация. Далее меня месяц кормили обещаниями в онлайн чате и в итоге выдали что денег лишних в банкомате не обнаружено, иди друг лесом! Обязательно открою бутылку вина, когда у Райффайзенбанка отзовут лицензию!",2,bad,"10 нояб, 2020",Константин,rajffajzenbank,male
248,"Взял кредит в апреле 20г. Но досрочное погашение в банке втб просто ужас. То внес сумму оказалось что досрочно погасил проценты!!! Такое я узнал впервые.. но в последний раз была совсем фантастика. После досрочного погашения я с уменьшением аннуитента  ежемесячный платеж УВЕЛИЧИЛСЯ!!! ????? Ответ банка на официальный запрос цитирую вы заказывали пересчет ануитента и его получили... как говорится без коментариев. Помимо всего сотрудники впаривают карты всеми правдами и неправдами, пока ждешь заказанную на тебе карту клон пока твоя изготавливается... программа кеш бека начисто отсутсвует, мудренаые баллы для мудреных людей видимо. Ну и для защитников из службы качества если будете спасать свою репутацию типа проверяя все И-в Рустем Сейтягяевич номер договора N625/**0245",2,bad,"09 нояб, 2020",Пользователь Анонимный,vtb,unkn
249,Обратился в банк первый раз сумму одобрили только 2/3 меня это тоже устраиволо предложил посетить непосредственно филиал банка но мне предложили визит курьера назначили день и время но курьер так и не приехал,2,bad,"06 нояб, 2020",Пользователь,expobank,unkn
250,"Самый безобразный недобанк росбанк, который я встречала, испортили мне кредитную историю! В росбанке вообще нельзя частично досрочно погасить кредит, пишешь заявление чтобы снизить ежемесячный платёж, вводишь сумму которую хотел бы чтобы списали, в итоге они делают в программе без твоего разрешения полное погашение кредита и на следующий день приходит смс что платёж просрочен, хотя я писала чтобы сняли n сумму, и плюс они забрали без права оставшиеся деньги на карте, хотя я не давала разрешения, просто сделали мне просрочку таким образом! Так же поступили с кредитными каникулами, тоже не рассмотрели моё заявление на отключение кредитных каникул и влепили просрочку хотя деньги на карте были и они могли их списать. На горячей линии постоянно хамят и шлют куда подальше! Если хотите проблем на свою пятую точку, вперёд и с песней в этот лжебанк, точнее недобанк! Мошенники 100 процентов!плюс скотское отношение к клиенту!",2,bad,"04 нояб, 2020",,rosbank,unkn
251,"Коротко говоря, положила деньги на накопительный счёт в районе В июле 2,5млн, в следующем месяце изменили условия по процентам, не уведомив меня, в итоге я получила 3,5% вместо 6 обещанных. В следующем месяце я выполнила изменившиеся условия, но оказывается что нужно было перевести до 10 числа данного месяца. Хорошо, опять 3,5 по моей невнимательности и им на радость. В следующем мес я пополнила  до 10 числа нужной суммой счёт часть 5 числа и вторую часть 6 числа. И опять не получила процент - в связи с тем что нужно перевести в один день всю сумму!!!!!! Просто нет слов, такого обмана в жизни не видела!",2,bad,"03 нояб, 2020",Наталия Павлова,gazprombank,unkn
252,"Открыла индивидуальный счет. Сказали, подойти нужно в конце сентября, снять  проценты и переоформить вклад. 2 раза приходила в банк-целовала дверь. 1й раз не посмотрела режим работы, а он изменился-до 4х работают. 2й раз я пришла-была огромная очередь, работал только ОДИН сотрудник в банке, конечно на меня времени не хватило, люди с утра в очереди сидели, я ушла. Еще черезе 3 недели позвонила узнать про их режим работы-ответили, что физ.лица в ПЕНЗЕ не обслуживаются. И когда  примут, также не сообщили. Это что за ужас. И деньги снять не могу, и переложить вклад. Когда заработает банк?",2,bad,"03 нояб, 2020",Наталья,gazprombank,female
253,"Через сайт банка оформили 2 дебетовые ОДИНАКОЫЕ карты ПСБ с кэшбэком. 2 абсолютно одинаковые карты, разница только что одну привезли на день раньше. Получали по одному и тому же адресу, у нас даже фамилии одинаковые с мамой. Процедура подписания проходила идентично, а дальше началось самое интересное. После того как маме пришло смс об активации, она зайдя в интернет банк через приложение в телефоне получила доступ в кабинет БЕЗ ПРОБЛЕМ, моя же карта активировалась на третий день и доступ в интернет банкинг мне не дали. Смс пришла с паролем и на этом все, больше смс мне не положены. Через сайт войти в личный кабинет тоже невозможно. Звонок в банк поставил в тупик - сначала сказали что у вас не то приложение, а потом - у ВАС НЕ ТОТ УРОВЕНЬ ДОСТУПА, чтобы войти в приложение ПРИЕЗЖАЙТЕ В БАНК или ВОСПОЛЬЗУЙТЕСЬ БАНКОМАТОМ. Товарищи банкиры ПРОМСВЯЗЬБАНКА, если бы я хотела оформить карту в банке я бы не заказывала курьера на дом. Ваш кол центр не имеет понятия, почему одновременно оформленные карты банка ИМЕЮТ РАЗНЫЕ УРОВНИ ДОСТУПА. В эпоху пандемии разъезжать по отделениям я не намерена, тем более ни одного отделения по пути нет. Прошу избавить меня от Вашей карты и крутого сервиса, сыта. ИТОГ: есть карта и обязательства с моей стороны, нет возможности пользоваться интернет банком, сайтом и кучей услуг, предусмотренных договором. То есть какой-то калечный односторонний договор. ВОТ ПРИЕЗЖАЙТЕ И ЗАБИРАЙТЕ ОБРАТНО ВАШУ КАРТУ.",2,bad,"03 нояб, 2020",Анна,promsvjazbank,female
254,"В данном банке оставалось сделать несколько платежей до окончания и закрытия потребительского кредита. НО! Этот банк не побоялся испортить свою репутацию и заработать на коронавирусе! Совершив очередной платеж в 04.2020 года, я уже внесла деньги чтобы были на счету при наступлении очередного платежа за 05.2020 года. Только у бака на этот счет были свои планы, в мае месяце они платеж не взяли. При общении с их операторами, мне разъяснили, что в условиях коронавируса это ""ТИПА ПОМОЩЬ"" от банка и соответственно мой график продлен еще на один месяц. Я попыталась добиться справедливости, что вроде почему меня не оповестили заранее об их этой ""медвежьей услуги"", не спросили, хочу ли я ей воспользоваться, учитывая что деньги были мной внесены за ранее и в полной объеме, что по моему уже свидетельствует, что я не нуждалась в их, так называемой ""помощи"". Ответ был один - так решил банк! В результате их ""колоссальной поддержке"" последний платеж вместо положенных 5 760,00 руб, я вынуждена буду внести 7 418,76 руб. Вот это помогли, бедному населению, в период пандемии! Спасибо огромное, что позволили мне подарить вам 1658,76 просто так! Какое после такого отношение к банку?! Только негативное. Рекомендовать я его ни за что и никогда не стану. Более того, даже желаю, чтобы не осталось ни одного клиента. И так с людей дерут не малые проценты, так еще и на такой мелочности зарабатывают. Мерзко и подло!",2,bad,"03 нояб, 2020",Татьяна,rajffajzenbank,female
255,"Всем доброго здравия! Отгремили недели и события: теперь зализываю раны нравственные и финансовые. С 14.09.2020 по 29.09.2020 воспользовался потребительским кредитом (№ договора 3239562460). Брать его пришлось на варварских условиях (при этом для нашего благотворительного Фонда, стратегически, оправдано). «Совкомбанк» сполна воспользовался моей ситуацией: сложностью и цейтнотом во времени потенциальной сделки по приобретению недвижимости;</li> моим нахождением в командировке (пропиской в ином регионе);</li> отказом примерно сорока банков финансировать сделку (выдать кредит).</li> Кредитный специалист «Совкомбанка» трижды переформатировала заявку – банк упорно выкручивал руки. По навязанным «допам» отсутствовали даже ценовые параметры: сколько стоит продукт «Всё включено» («Альфа Страхование»), а сколько «ДМС Максимум» («Ренессанс Жизнь») ответ не смогли дать ни подписываемые документы, ни сотрудница «Совкомбанка». В индивидуальных условиях договора потребительского кредита полная стоимость кредита обозначена как 16,9% годовых или 131 950 рублей 85 копеек, при этом в прилагаемом графике платежей сумма процентов, подлежащих уплате, составляет 176 946 рублей 40 копеек, т. е. не менее 25,229% годовых (куда ЦБ смотрит ?!). Другие, сознательно включаемые «Совкомбанком» в условия кредитования, «ловушки» в этом изложении опущу. В итоге, за 15 дней пользования 250 000 рублями «Совкомбанка» заплатил ему 21 869 руб. 08 коп. (это более 200% годовых). Остался вопрос: где можно использовать продукт ""ДМС Максимум"" договора коллективного страхования № 1250024052? С интересом, Александр Феликсович С-ев",2,bad,"02 нояб, 2020",Александр,sovkombank,male
256,"Брал кредит наличными, в период охлаждения погасил кредит. Хотел бы получить навязанную страховку по жизни, два месяца - ни ответа, ни привета. Разочарован, таким отношениям к клиентам.",2,bad,"01 нояб, 2020",Геннадий,vtb,male
257,"У меня открыта ипотека в УралСиб Банке. Я являюсь добросовестным клиентом, плачу ипотеку всегда в срок! Опишу мою ситуацию … Для погашения задолженности по кредиту Банк Уралсиб просит переводить деньги заранее. Срок зачисления денежных средств на счет составляет до 3 рабочих дней, что является большим минусом, т.к. в других Банках это все происходит моментально и, никаких, 3 дней, ждать, никогда, не приходилось. В стороннем Банке ипотеку переводила всегда день в день! Операция всегда происходила моментально! Тут же, нужно класть деньги заранее, а именно за 3 рабочих дня. Хорошо, перевожу денежные средства за 3 рабочих дня и у меня сразу операция блокируется. Делаю второй перевод и он тоже блокируется... Звоню в Банк, спрашиваю причину блокировки, на что мне сотрудник колл-центра сообщает, что он не может по данному вопросу проконсультировать, т.к. у него нет на это полномочий. Может только составить заявку и в теч.некоторого времени мне дадут ответ. Потрясающе, т.е. благодаря неквалифицированному персоналу у меня будет просрочка, т.к. за 3 дня я уже, автоматически, не вношу денежные средства, т.к. операция почему-то отклонена и меня просят подождать ответ специалиста. Как вы понимаете, ответ от Банка можно ждать несколько дней, а может и несколько недель. Звонка от Банка в течение 11 часов так и не произошло. Опять звоню в Банк, на что мне сотрудник отвечают, что они проконсультировать не могут, звоните в тот Банк, с карты которой отправляете. Хорошо, позвонила в сторонний банк, с карты которой переводила. В стороннем Банке мне ответили, что моя карта полностью работоспособна и ничего не заблокировано и просят обратиться в Банк УралСиб. Опять звоню в УраслСиб, рассказываю, что сторонняя карта у меня полностью работоспособна и денежные средства на ней имеются... В течение продолжительного разговора мне уже отвечают, что нужно сделать перевод через сутки, т.к. осуществление переводов с данной карты временно заблокировано. Сотрудника Банка прошу разобраться с ситуацией и разблокировать, т.к. я являюсь добросовестным клиентом и не хочу допустить просрочки по кредиту. На что мне сотрудник колл-центра отвечает, что она ничего сделать не может и нужно операцию проводить только через сутки! Потрясающе! С первого раза не могут клиента проконсультировать и всячески отправляли разбираться в сторонний Банк, т.к. сотрудники некомпетентные! Впечатление ужасное. Проблема не решена, зря потраченное время! Клиент хочет перевести денежные средства, но Банк целенаправленно препятствует! Впечатление осталось негативное. Банк работает против своих же клиентов.",2,bad,"29 окт, 2020",Любовь,uralsib,female
258,"Сдали на рассмотрение документы на квартиру, покупаемую по ипотеке ВТБ. Всё что необходимо. недели !!! не могут одобрить объект. Специалист банка не отвечает на звонки, смс, эл. почту. Говорит приезжайте в офис. И это в условиях карантина?! Продавцы уже отказываются продавать нам квартиру, так как сроки все истекли. Задержки банка ВТБ наносят нам моральный и материальный ущерб!! Мы снимаем квартиру, заплатили за оценку.",2,bad,"29 окт, 2020",Евгений,vtb,male
259,"Снял деньги с банкомете другого банка, мой тариф предусматривает проводить такую операцию без комиссии. К слову я специально ходил в банк, постратил там пол дня и поменял тариф с опцией снятия денег без комисии. У меня в личном кабинете и приложении черное по белому написано: Выдача денег в банкоматах, в сторонних банках: без комисии. Я всегда снимал деньги в другом банкомате, комиссию не снимали! В последний раз сняли 300 рублей! Просто так, на вопрос почему  нагло отвечают: ""У нас нет информации"" Банк, вы не знаете куда делись деньги? Ничего слушать не хотят, после моих повторных вопросов говорят: что у них комментариев нет и бросают трубку. Завтра снимут все деньги и скажите что у вас нет комментариев? Номер обращения: 00202010240355 Верьните деньги, я вам доверял..",2,bad,"27 окт, 2020",Денис,rosbank,male
260,"Деньги на мою карту были отправленны из федерального бюджета 23.10.20 сегодня 27.10.20 денег нет до сих пор. Оператор ответила в чате личного кабинета, что срок зачисления в течении 1 рабочего дня . Они живут в параллельной вселенной и там иначе идёт время? Буду искать нормальный банк.",2,bad,"27 окт, 2020",Ирина Борисовна,rnkb,unkn
261,"Добрый день! Хочу поделиться о своем не совсем приятном опыте взамодействия с данным банком. я дважды подавала заявления о том чтобы пересмотрели ставку по ипотечному кредиту в этом году. Ввиду того что правительством были предложены новые условия по возможности снижения ставки, я подала заявление в августе 2020г. до 8,4%. При подаче заявления у меня запросили договор страхования ипотеки который необходимо было напрвить на почту. Ок,отправлено дважды, тк до этого была рассылка от банка что необходим им направить данный договор, чего раньше не просили и в принципе не понятно что может измениться..? если данный договор страхования ипотеки привязан автоматом к ипотечному договору. Сроки озвучены были в течении меяца, жду... проходит полтора. Иду опять. Что с мим заявлением и каков будет ответ? На что получаю - вам договор страхования еще не подгружен, вы вообще его направляли? ...да! конечно это же в моих интересах  и вот пожалуйста подтверждение отправки. Вручную сняли копии, я уже научена с собой его прихватила, менеджер прикрепил его к моим документам электронно и пообещал что в течении уже! двух недель обязательно ответят. жду три недели, тишина...иду к ним опять! Причем ввиду  пандемии работает всего 2 человека и люди вынуждены по часу полтора сидеть в очереди. Ничего нового... договор ипотечного страхования еще не подгружен, у них один филиал который это делает на всю страну!! И..новость вам сможем снизить только на 9,4 тк у вас договор страхования гражданской ответственности, а еще надо договор страхования жизни...! Но моим ипотечным договором данное страхование не было ранее предусмотрено! ..и ребята, это же ваши люди видят документы и говорят мне дважды про 8.4 и теперь, спустя 2 месяца сообщают, что вам не положено...9,4 и ждите опять пока вам ответим...только сроков никто не знает,  когда какой то филиал в Томске подгрузит договор по страховке. В общем если к новому году ответят и что ответят - поделюсь! Так в этом банке выполняют меры правильтсва по поддержке граждан и так внимательны они к своим клиентам, рекомендовала бы им все же больше менеджеров посадить, потому в последний раз там сидело и ждало реально 20 человек на 2х операторов!",2,bad,"25 окт, 2020",Татьяна,gazprombank,female
262,"Оформила ипотечный кредит с государственной поддержкой.  Рассчитывала  получить кредит под 6,5% годовых.  Являюсь инвалидом третьей группы, поэтому страховая компания отказалась заключать со мной договор. На этом основании банк предоставил мне кредит под 7,5%.  Получается, здоровый человек будет выплачивать 6,5%, а  человек с инвалидностью 7,516%!   И отказываться было уже поздно, потому  что очень долго рассматривали заявку – истекал срок брони квартиры.  В договоре прописано «в случае добровольного  принятия Заемщиком решения об отказе в страховании». А я не отказывалась от страховки, это страховая компания приняла решение. Не хватает  слов, чтобы выразить благодарность руководству банка за гуманное, социально ориентированное отношение к людям.   Просьбу пересчитать проценты проигнорировали.  Советую всем, кто подаёт заявку на кредит – изучить условия кредитования в других банках тоже.  Действовать параллельно, чтобы не потерять время и не принимать  несправедливые условия банка.",2,bad,"20 окт, 2020",Усние,rnkb,unkn
